0.000000000000000000e+00,1.000000000000000000e+04,2.402244909501877468e-01
4.000000000000000222e-01,1.000000000000000000e+04,-5.765291717879160449e-02
8.000000000000000444e-01,1.000000000000000000e+04,-1.123857134909339861e-01
1.200000000000000178e+00,1.000000000000000000e+04,1.001556152413607848e+00
1.600000000000000089e+00,1.000000000000000000e+04,7.659865680386956921e-01
2.000000000000000000e+00,1.000000000000000000e+04,7.425133595705063483e-01
2.400000000000000355e+00,1.000000000000000000e+04,-1.364214806985812656e+00
2.800000000000000266e+00,1.000000000000000000e+04,8.164400984043207465e-01
3.200000000000000178e+00,1.000000000000000000e+04,-5.927682167098197175e-01
3.600000000000000089e+00,1.000000000000000000e+04,9.380381622644434758e-01
4.000000000000000000e+00,1.000000000000000000e+04,1.224893404214345144e-01
4.400000000000000355e+00,1.000000000000000000e+04,-5.793909707870499304e-01
4.800000000000000711e+00,1.000000000000000000e+04,7.744368072739648001e-01
5.200000000000000178e+00,1.000000000000000000e+04,1.063482192247312552e-01
5.600000000000000533e+00,1.000000000000000000e+04,-1.543038690804044155e-01
6.000000000000000000e+00,1.000000000000000000e+04,-7.498941005474472066e-01
6.400000000000000355e+00,1.000000000000000000e+04,1.160676469300204877e-01
6.800000000000000711e+00,1.000000000000000000e+04,-6.300459218239166936e-02
7.200000000000000178e+00,1.000000000000000000e+04,2.333884629403898681e-01
7.600000000000000533e+00,1.000000000000000000e+04,2.711321349260719868e-02
8.000000000000000000e+00,1.000000000000000000e+04,-1.979346650297165167e-01
8.400000000000000355e+00,1.000000000000000000e+04,2.526877741383101172e-01
8.800000000000000711e+00,1.000000000000000000e+04,-2.890142366264448204e-01
9.200000000000001066e+00,1.000000000000000000e+04,1.292212517632816970e-01
9.600000000000001421e+00,1.000000000000000000e+04,-4.918585995371613229e-01
1.000000000000000000e+01,1.000000000000000000e+04,-5.053122239695213569e-01
1.040000000000000036e+01,1.000000000000000000e+04,-2.253029024700428096e-01
1.080000000000000071e+01,1.000000000000000000e+04,4.538095279047139052e-01
1.120000000000000107e+01,1.000000000000000000e+04,-1.270987697378207814e-03
1.160000000000000142e+01,1.000000000000000000e+04,1.016293736777740486e+00
1.200000000000000000e+01,1.000000000000000000e+04,1.178548066152945273e+00
1.240000000000000036e+01,1.000000000000000000e+04,2.403067041708361051e-01
1.280000000000000071e+01,1.000000000000000000e+04,-5.158599957462149943e-01
1.320000000000000107e+01,1.000000000000000000e+04,-3.617316389875349647e-01
1.360000000000000142e+01,1.000000000000000000e+04,1.016603148013645708e+00
1.400000000000000000e+01,1.000000000000000000e+04,5.257769151324626078e-01
